Type,Interactions,Allergies,Review,Use,Drug,Indication,AvoidUse,Sides,Condition
 otc,"Keep a list of all your  medications  with you, and share the list with your doctor and pharmacist.",ANESTHETICS - ESTER TYPE  MENTHOL CONTAIN PROD,2  User Reviews        ,Consult your pharmacist.,Orasep mucous membrane, label,"systemic mastocytosis, Glucose-6-Phosphate Dehydrogenase (G6PD) Deficiency, Anemia from Pyruvate Kinase and G6PD Deficiencies, Deficiency of the Blood Enzyme Cytochrome b5 Reductase, Methemoglobinemia",Consult your pharmacist.,Sore Throat
 otc,"Keep a list of all your  medications  with you, and share the list with your doctor and pharmacist.",ANESTHETICS - ESTER TYPE   DEXTROMETHORPHAN ANALOGU,7  User Reviews        ,Consult your pharmacist.,Cepacol Sorethroat-Cough oral, label,systemic mastocytosis,Consult your pharmacist.,Sore Throat
 rx,"Drug interactions may change how your medications work or increase your risk for serious side effects. This document does not contain all possible drug interactions. Keep a list of all the products you use (including prescription/nonprescription drugs and herbal products) and share it with your doctor and pharmacist. Do not start, stop, or change the dosage of any medicines without your doctor's approval.",QUINOLONES,1  User Reviews        ,This medication is used to treat a variety of  bacterial infections . Moxifloxacin belongs to a class of drugs called quinolone  antibiotics . It works by stopping the growth of bacteria. Moxifloxacin injection is used when you cannot take the medication by  mouth .,moxifloxacin in sodium chloride(iso) intravenous, label,"Lung Transplant, Lower Seizure Threshold, Pseudotumor Cerebri, Numbness, Tingling or Pain of Hands or Feet, Myasthenia Gravis, Detachment of the Retina of the Eye, Heart Transplant, Disease of Inadequate Blood Flow to the Heart Muscle, Very Rapid Heartbeat - Torsades de Pointes, Slow Heartbeat, Prolonged Q-T Interval on EKG, Abnormal Heart Rhythm, Abnormal EKG with QT changes from Birth, Severe Hardening of the Arteries in the Brain, Hardening of the Liver, Hepatitis caused by Drugs, Kidney Transplant, Clostridium difficile colitis, Inflammation of the Tendon, Rupture of a Tendon, Seizures, Abnormal Liver Function Tests, High Pressure Within the Skull, Low Amount of Potassium in the Blood",See also Warning section.,Sinus Infection (Sinusitis)
 rx,"Drug interactions may change how your medications work or increase your risk for serious side effects. This document does not contain all possible drug interactions. Keep a list of all the products you use (including prescription/nonprescription drugs and herbal products) and share it with your doctor and pharmacist. Do not start, stop, or change the dosage of any medicines without your doctor's approval.",QUINOLONES,5  User Reviews        ,This medication is used to treat a variety of  bacterial infections . Moxifloxacin belongs to a class of drugs called quinolone  antibiotics . It works by stopping the growth of bacteria. Moxifloxacin injection is used when you cannot take the medication by  mouth .,Avelox in sodium chloride (iso-osmotic) intravenous, label,"Lung Transplant, Lower Seizure Threshold, Pseudotumor Cerebri, Numbness, Tingling or Pain of Hands or Feet, Myasthenia Gravis, Detachment of the Retina of the Eye, Heart Transplant, Disease of Inadequate Blood Flow to the Heart Muscle, Very Rapid Heartbeat - Torsades de Pointes, Slow Heartbeat, Prolonged Q-T Interval on EKG, Abnormal Heart Rhythm, Abnormal EKG with QT changes from Birth, Severe Hardening of the Arteries in the Brain, Hardening of the Liver, Hepatitis caused by Drugs, Kidney Transplant, Clostridium difficile colitis, Inflammation of the Tendon, Rupture of a Tendon, Seizures, Abnormal Liver Function Tests, High Pressure Within the Skull, Low Amount of Potassium in the Blood",See also Warning section.,Sinus Infection (Sinusitis)
 rx,"Drug interactions may change how your medications work or increase your risk for serious side effects. This document does not contain all possible drug interactions. Keep a list of all the products you use (including prescription/nonprescription drugs and herbal products) and share it with your doctor and pharmacist. Do not start, stop, or change the dosage of any medicines without your doctor's approval.",QUINOLONES,10  User Reviews        ,Moxifloxacin is used to treat a variety of  bacterial infections . This medication belongs to a class of drugs called quinolone  antibiotics . It works by stopping the growth of bacteria.,Avelox ABC Pack oral, label,"Lung Transplant, Lower Seizure Threshold, Pseudotumor Cerebri, Numbness, Tingling or Pain of Hands or Feet, Myasthenia Gravis, Detachment of the Retina of the Eye, Heart Transplant, Disease of Inadequate Blood Flow to the Heart Muscle, Very Rapid Heartbeat - Torsades de Pointes, Slow Heartbeat, Prolonged Q-T Interval on EKG, Abnormal Heart Rhythm, Abnormal EKG with QT changes from Birth, Severe Hardening of the Arteries in the Brain, Hardening of the Liver, Hepatitis caused by Drugs, Kidney Transplant, Clostridium difficile colitis, Inflammation of the Tendon, Rupture of a Tendon, Seizures, Abnormal Liver Function Tests, High Pressure Within the Skull, Low Amount of Potassium in the Blood",See also Warning section.,Sinus Infection (Sinusitis)
 rx,"Drug interactions may change how your medications work or increase your risk for serious side effects. This document does not contain all possible drug interactions. Keep a list of all the products you use (including prescription/nonprescription drugs and herbal products) and share it with your doctor and pharmacist. Do not start, stop, or change the dosage of any medicines without your doctor's approval.",QUINOLONES,10  User Reviews        ,Moxifloxacin is used to treat a variety of  bacterial infections . This medication belongs to a class of drugs called quinolone  antibiotics . It works by stopping the growth of bacteria.,moxifloxacin oral, label,"Lung Transplant, Lower Seizure Threshold, Pseudotumor Cerebri, Numbness, Tingling or Pain of Hands or Feet, Myasthenia Gravis, Detachment of the Retina of the Eye, Heart Transplant, Disease of Inadequate Blood Flow to the Heart Muscle, Very Rapid Heartbeat - Torsades de Pointes, Slow Heartbeat, Prolonged Q-T Interval on EKG, Abnormal Heart Rhythm, Abnormal EKG with QT changes from Birth, Severe Hardening of the Arteries in the Brain, Hardening of the Liver, Hepatitis caused by Drugs, Kidney Transplant, Clostridium difficile colitis, Inflammation of the Tendon, Rupture of a Tendon, Seizures, Abnormal Liver Function Tests, High Pressure Within the Skull, Low Amount of Potassium in the Blood",See also Warning section.,Sinus Infection (Sinusitis)
 rx,Some products that may interact with this drug include: live bacterial vaccines.,MACROLIDE ANTIBIOTICS,20  User Reviews        ,"Azithromycin  extended-release suspension is used to treat certain  bacterial infections  (including  sinusitis ,  pneumonia ). It is a macrolide-type antibiotic. It works by stopping the growth of bacteria.",Zmax oral, label,"Yellowing of Skin or Eyes from Liver Problems, Myasthenia Gravis, Hearing Problem, Very Rapid Heartbeat - Torsades de Pointes, Slow Heartbeat, Prolonged Q-T Interval on EKG, Abnormal EKG with QT changes from Birth, Liver Problems, Clostridium difficile colitis, Abnormal Liver Function Tests, Inflammation of the Liver with Stoppage of Bile Flow, Low Amount of Magnesium in the Blood, Low Amount of Potassium in the Blood","Stomach  upset,  diarrhea /loose stools, nausea,  vomiting , or  abdominal pain  may occur. If any of these effects persist or worsen, tell your doctor or pharmacist promptly.",Sinus Infection (Sinusitis)
 rx,Products that may interact with this drug include:  methotrexate .,PENICILLINS   BETALACTAMS   CLAVULANIC ACID,40  User Reviews        ,Amoxicillin /clavulanic acid is a combination  penicillin -type antibiotic used to treat a wide variety of  bacterial infections . It works by stopping the growth of bacteria.,Augmentin XR oral, offlabel,"Mono, Liver Problems, Blockage of Normal Bile Flow, Severe Renal Impairment, Clostridium difficile colitis","Diarrhea ,  nausea , or  vomiting  may occur. If any of these effects persist or worsen, tell the doctor or pharmacist promptly. Taking this medication with food will help to reduce  stomach  upset.",Sinus Infection (Sinusitis)
 rx,"Drug interactions may change how your medications work or increase your risk for serious side effects. This document does not contain all possible drug interactions. Keep a list of all the products you use (including prescription/nonprescription drugs and herbal products) and share it with your doctor and pharmacist. Do not start, stop, or change the dosage of any medicines without your doctor's approval.",QUINOLONES,753  User Reviews        ,Moxifloxacin is used to treat a variety of  bacterial infections . This medication belongs to a class of drugs called quinolone  antibiotics . It works by stopping the growth of bacteria.,Avelox oral, label,"Lung Transplant, Lower Seizure Threshold, Pseudotumor Cerebri, Numbness, Tingling or Pain of Hands or Feet, Myasthenia Gravis, Detachment of the Retina of the Eye, Heart Transplant, Disease of Inadequate Blood Flow to the Heart Muscle, Very Rapid Heartbeat - Torsades de Pointes, Slow Heartbeat, Prolonged Q-T Interval on EKG, Abnormal Heart Rhythm, Abnormal EKG with QT changes from Birth, Severe Hardening of the Arteries in the Brain, Hardening of the Liver, Hepatitis caused by Drugs, Kidney Transplant, Clostridium difficile colitis, Inflammation of the Tendon, Rupture of a Tendon, Seizures, Abnormal Liver Function Tests, High Pressure Within the Skull, Low Amount of Potassium in the Blood",See also Warning section.,Sinus Infection (Sinusitis)
 rx,"Before using this medication, tell your doctor or pharmacist of all prescription and nonprescription/herbal products you may use.", ,11  User Reviews        ,"This  medication  is used to treat  scabies , a condition caused by tiny insects called mites that infest and irritate your  skin .  Permethrin  belongs to a class of drugs known as  pyrethrins . Permethrin works by paralyzing and killing the mites and their eggs.",Elimite topical, label,Bronchospasm,"Skin irritation, including itching, swelling, and redness, may occur with scabies and temporarily worsen after treatment with permethrin. Mild burning or stinging may also occur. If any of these effects persist or worsen, notify your doctor or pharmacist promptly.",Scabies
 rx,"To help your doctor and pharmacist give you the best care, be sure to tell your doctor and pharmacist about all the products you use (including prescription drugs, nonprescription drugs, and herbal products) before starting treatment with this product. While using this product, do not start, stop, or change the dosage of any other medicines you are using without your doctor's approval.", ,Be the first to review it,This  medication  is used to treat certain  eye  infections (such as  conjunctivitis ). It is also used to prevent certain  eye  infections in newborns. It belongs to a class of drugs known as macrolide  antibiotics .  Erythromycin  works by stopping the growth of bacteria.,Ilotycin ophthalmic, offlabel,MACROLIDE ANTIBIOTICS,"Eye stinging/burning/redness or temporary blurred  vision  may occur. If any of these effects persist or worsen, tell your doctor or pharmacist promptly.",Pink Eye (Bacterial conjunctivitis)
 rx,"To help your doctor and pharmacist give you the best care, be sure to tell your doctor and pharmacist about all the products you use (including prescription drugs, nonprescription drugs, and herbal products) before starting treatment with this product. While using this product, do not start, stop, or change the dosage of any other medicines you are using without your doctor's approval.",QUINOLONES,1  User Reviews        ,This  medication  is used to treat bacterial  eye  infections. Besifloxacin belongs to a class of drugs known as quinolone  antibiotics . It works by stopping the growth of bacteria.,besifloxacin ophthalmic, label,Superinfection,"Temporary eye redness/ itching /pain or temporary blurred  vision  may occur. If any of these effects persist or worsen, tell your doctor or pharmacist promptly.",Pink Eye (Bacterial conjunctivitis)
 rx,"Before using this medication, tell your doctor or pharmacist of all prescription and nonprescription/herbal products you may use.",BACITRACIN  AMINOGLYCOSIDES   POLYMYXIN B  POLYMYXINS  COLISTIN,1  User Reviews        ,"This  medication  is used to treat  eye  infections. This product contains  neomycin ,  bacitracin , and  polymyxin ,  antibiotics  that work by stopping the growth of bacteria.",Neo-Polycin ophthalmic, offlabel,Eye Injury,"Stinging/burning of the eyes for 1 to 2 minutes or temporary blurred  vision  may occur when this medication is applied. If any of these effects persist or worsen, notify your doctor or pharmacist promptly.",Pink Eye (Bacterial conjunctivitis)
 rx,"Before using this medication, tell your doctor or pharmacist of all prescription and nonprescription/herbal products you may use.",GRAMICIDINS  AMINOGLYCOSIDES   POLYMYXIN B  POLYMYXINS  COLISTIN,1  User Reviews        ,This  medication  is used to treat  eye  infections. This product contains 3  antibiotics  that work together to stop the growth of bacteria.,Neosporin (neomycin-polymyxin-gramicidin D) ophthalmic, offlabel,Eye Injury,"This medication may temporarily sting or burn your eyes for a minute or two when applied. Eye discomfort, redness, or temporary blurred  vision  may also occur. If any of these effects persist or worsen, notify your doctor or pharmacist promptly.",Pink Eye (Bacterial conjunctivitis)
