Type,HowtoUse,Interactions,URL,Allergies,Review,Use,Drug,Indication,Precautions,AvoidUse,Sides,Condition
 otc,,,,,Be the first to review it,,Eczema Anti-Itch topical, label,,,,Anal Itching
 otc,,,,,Be the first to review it,,Dermarest Eczema (hydrocortisone) topical, label,,,,Anal Itching
 otc,,,,,Be the first to review it,,Soothing Care (hydrocortisone) topical, label,,,,Anal Itching
 otc,,,,,Be the first to review it,,Hemorrhoidal (phenylephrine-cocoa) rectal, label,,,,Anal Itching
 rx,,,,,Be the first to review it,,triamcinolone-emollient combo no.86 topical, label,,,,Anal Itching
 rx,,,,,Be the first to review it,,hydrocortisone-skin cleanser combination no.35 topical, label,,,,Anal Itching
 rx,,,,,Be the first to review it,,Cordran Tape Large Roll topical, label,,,,Anal Itching
 rx,,,,,Be the first to review it,,Cordran Tape Small Roll topical, label,,,,Anal Itching
 rx,,,,,Be the first to review it,,Ana-Lex Kit rectal, label,,,,Anal Itching
 rx,,,,,Be the first to review it,,Ana-Lex rectal, label,,,,Anal Itching
 otc,,,,,Be the first to review it,,lidocaine-glycerin topical, label,,,,Anal Itching
 otc,,,,,Be the first to review it,,RectiCare (glycerin) topical, label,,,,Anal Itching
 rx,,,,,Be the first to review it,,DermacinRx SilaPak topical, label,,,,Anal Itching
 otc,,,,,Be the first to review it,,Hemorrhoidal (witch hazel) topical, label,,,,Anal Itching
 otc,,,,,Be the first to review it,,Hydroskin with Aloe topical, label,,,,Anal Itching
 rx,,,,,Be the first to review it,,Analpram-HC topical, label,,,,Anal Itching
 rx,,,,,Be the first to review it,,triamcinolone acetonide-silicones topical, label,,,,Anal Itching
 rx,,,,,Be the first to review it,,DermacinRx SilaZone topical, label,,,,Anal Itching
 rx,,,,,Be the first to review it,,Whytederm TDPak topical, label,,,,Anal Itching
 rx,,,,,Be the first to review it,,Hemmorex-HC rectal, label,,,,Anal Itching
 otc,,,,,Be the first to review it,,Aveeno Anti-Itch (hydrocortisone) topical, label,,,,Anal Itching
 rx,,,,,Be the first to review it,,SanaDermRx topical, label,,,,Anal Itching
 rx,,,,,Be the first to review it,,Whytederm Trilasil Pak topical, label,,,,Anal Itching
 rx,,,,,Be the first to review it,,Silazone-II topical, label,,,,Anal Itching
 rx,,,,,Be the first to review it,,DermaWerx SDS topical, label,,,,Anal Itching
 rx,,,,,Be the first to review it,,Sure Result Tac Pak topical, label,,,,Anal Itching
 rx,,,,,Be the first to review it,,Dermazone topical, label,,,,Anal Itching
 otc,,,,,Be the first to review it,,RectaSmoothe topical, label,,,,Anal Itching
 rx,,,,,Be the first to review it,,Tri-Sila topical, label,,,,Anal Itching
 rx,,,,,Be the first to review it,,Novacort topical, label,,,,Anal Itching
 otc,,,,,Be the first to review it,,Tucks (witch hazel) topical, label,,,,Anal Itching
 rx,,,,,19  User Reviews        ,,Sandostatin injection, offlabel,,,,An Abnormal Passage or Connection with the Pancreas
 rx,,,,,9  User Reviews        ,,octreotide acetate injection, offlabel,,,,An Abnormal Passage or Connection with the Pancreas
 rx,,,,,19  User Reviews        ,,Sandostatin injection, offlabel,,,,An Abnormal Connection Between the Stomach and Intestine
 rx,,,,,9  User Reviews        ,,octreotide acetate injection, offlabel,,,,An Abnormal Connection Between the Stomach and Intestine
 rx,,,,,778  User Reviews        ,,clindamycin HCl oral, label,,,,Anaerobic Bacteria Infection of Abdominal Cavity Lining
 rx,,,,,94  User Reviews        ,,Cleocin oral, label,,,,Anaerobic Bacteria Infection of Abdominal Cavity Lining
 rx,,,,,8  User Reviews        ,,clindamycin palmitate HCl oral, label,,,,Anaerobic Bacteria Infection of Abdominal Cavity Lining
 rx,,,,,6  User Reviews        ,,clindamycin intravenous, label,,,,Anaerobic Bacteria Infection of Abdominal Cavity Lining
 rx,,,,,3  User Reviews        ,,clindamycin in 5 % dextrose intravenous, label,,,,Anaerobic Bacteria Infection of Abdominal Cavity Lining
 rx,,,,,2  User Reviews        ,,clindamycin injection, label,,,,Anaerobic Bacteria Infection of Abdominal Cavity Lining
 rx,,,,,2  User Reviews        ,,Cleocin intravenous, label,,,,Anaerobic Bacteria Infection of Abdominal Cavity Lining
 rx,,,,,1  User Reviews        ,,Cleocin in 5 % dextrose intravenous, label,,,,Anaerobic Bacteria Infection of Abdominal Cavity Lining
 rx,,,,,1  User Reviews        ,,Clindamycin Pediatric oral, label,,,,Anaerobic Bacteria Infection of Abdominal Cavity Lining
 rx,,,,,Be the first to review it,,Cleocin injection, label,,,,Anaerobic Bacteria Infection of Abdominal Cavity Lining
 rx,,,,,Be the first to review it,,Clin Single Use injection, label,,,,Anaerobic Bacteria Infection of Abdominal Cavity Lining
 rx,,,,,10  User Reviews        ,,acetylcysteine, label,,,,An Increase in the Thickness of Lung Secretions
 rx,,,,,228  User Reviews        ,,Opana oral, label,,,,Anxiety due to Heart Disease with Difficulty Breathing
 rx,,,,,57  User Reviews        ,,oxymorphone oral, label,,,,Anxiety due to Heart Disease with Difficulty Breathing
 rx,,,,,7  User Reviews        ,,oxymorphone injection, label,,,,Anxiety due to Heart Disease with Difficulty Breathing
 rx,,,,,3  User Reviews        ,,Opana injection, label,,,,Anxiety due to Heart Disease with Difficulty Breathing
 rx,,,,,870  User Reviews        ,,Bystolic oral, offlabel,,,,Angina
 rx,,,,,357  User Reviews        ,,propranolol oral, offlabel,,,,Angina
 rx,,,,,140  User Reviews        ,,labetalol oral, offlabel,,,,Angina
 rx,,,,,77  User Reviews        ,,nifedipine oral, label,,,,Angina
 rx,,,,,72  User Reviews        ,,bisoprolol fumarate oral, offlabel,,,,Angina
 rx,,,,,33  User Reviews        ,,Procardia oral, label,,,,Angina
 rx,,,,,26  User Reviews        ,,Zebeta oral, offlabel,,,,Angina
 rx,,,,,20  User Reviews        ,,nebivolol oral, offlabel,,,,Angina
 rx,,,,,17  User Reviews        ,,Sectral oral, offlabel,,,,Angina
 rx,,,,,16  User Reviews        ,,Nitrostat sublingual, label,,,,Angina
 rx,,,,,13  User Reviews        ,,pindolol oral, offlabel,,,,Angina
 rx,,,,,10  User Reviews        ,,acebutolol oral, offlabel,,,,Angina
 rx,,,,,5  User Reviews        ,,nitroglycerin sublingual, label,,,,Angina
 rx,,,,,4  User Reviews        ,,labetalol intravenous, offlabel,,,,Angina
 rx,,,,,3  User Reviews        ,,Nitrolingual translingual, label,,,,Angina
 rx,,,,,2  User Reviews        ,,timolol oral, offlabel,,,,Angina
 rx,,,,,2  User Reviews        ,,nicardipine oral, label,,,,Angina
 rx,,,,,1  User Reviews        ,,Levatol oral, offlabel,,,,Angina
 rx,,,,,1  User Reviews        ,,Hemangeol oral, offlabel,,,,Angina
 rx,,,,,1  User Reviews        ,,nitroglycerin translingual, label,,,,Angina
 rx,,,,,1  User Reviews        ,,Nitromist translingual, label,,,,Angina
 rx,,,,,Be the first to review it,,penbutolol oral, offlabel,,,,Angina
 rx,,,,,Be the first to review it,,amyl nitrite inhalation, offlabel,,,,Angina
 rx,,,,,1688  User Reviews        ,,Prozac oral, offlabel,,,,Anorexia Nervosa
 rx,,,,,368  User Reviews        ,,fluoxetine oral, offlabel,,,,Anorexia Nervosa
 rx,,,,,41  User Reviews        ,,Sarafem oral, offlabel,,,,Anorexia Nervosa
 rx,,,,,4554  User Reviews        ,,Cymbalta oral, label,,,,Anxiousness associated with Depression
 rx,,,,,4071  User Reviews        ,,Lexapro oral, label,,,,Anxiousness associated with Depression
 rx,,,,,3429  User Reviews        ,,Effexor XR oral, label,,,,Anxiousness associated with Depression
 rx,,,,,2887  User Reviews        ,,Xanax oral, label,,,,Anxiousness associated with Depression
 rx,,,,,2599  User Reviews        ,,Zoloft oral, offlabel,,,,Anxiousness associated with Depression
 rx,,,,,2195  User Reviews        ,,Celexa oral, offlabel,,,,Anxiousness associated with Depression
 rx,,,,,1688  User Reviews        ,,Prozac oral, offlabel,,,,Anxiousness associated with Depression
 rx,,,,,1630  User Reviews        ,,Wellbutrin XL oral, offlabel,,,,Anxiousness associated with Depression
 rx,,,,,1550  User Reviews        ,,citalopram oral, offlabel,,,,Anxiousness associated with Depression
 rx,,,,,1107  User Reviews        ,,amitriptyline oral, label,,,,Anxiousness associated with Depression
 rx,,,,,726  User Reviews        ,,Paxil CR oral, offlabel,,,,Anxiousness associated with Depression
 rx,,,,,706  User Reviews        ,,Paxil oral, label,,,,Anxiousness associated with Depression
 rx,,,,,701  User Reviews        ,,alprazolam oral, label,,,,Anxiousness associated with Depression
 rx,,,,,473  User Reviews        ,,sertraline oral, offlabel,,,,Anxiousness associated with Depression
 rx,,,,,439  User Reviews        ,,nortriptyline oral, label,,,,Anxiousness associated with Depression
 rx,,,,,433  User Reviews        ,,venlafaxine oral, label,,,,Anxiousness associated with Depression
 rx,,,,,368  User Reviews        ,,fluoxetine oral, offlabel,,,,Anxiousness associated with Depression
 rx,,,,,357  User Reviews        ,,bupropion HCl oral, offlabel,,,,Anxiousness associated with Depression
 rx,,,,,303  User Reviews        ,,Ritalin oral, offlabel,,,,Anxiousness associated with Depression
 rx,,,,,289  User Reviews        ,,paroxetine oral, offlabel,,,,Anxiousness associated with Depression
 rx,,,,,286  User Reviews        ,,Wellbutrin SR oral, offlabel,,,,Anxiousness associated with Depression
 rx,,,,,231  User Reviews        ,,doxepin oral, label,,,,Anxiousness associated with Depression
 rx,,,,,170  User Reviews        ,,methylphenidate oral, offlabel,,,,Anxiousness associated with Depression
 rx,,,,,145  User Reviews        ,,escitalopram oxalate oral, label,,,,Anxiousness associated with Depression
 rx,,,,,120  User Reviews        ,,Pamelor oral, label,,,,Anxiousness associated with Depression
 rx,,,,,100  User Reviews        ,,imipramine oral, label,,,,Anxiousness associated with Depression
 rx,,,,,100  User Reviews        ,,duloxetine oral, label,,,,Anxiousness associated with Depression
 rx,,,,,81  User Reviews        ,,Nardil oral, label,,,,Anxiousness associated with Depression
 rx,,,,,65  User Reviews        ,,Pexeva oral, label,,,,Anxiousness associated with Depression
 rx,,,,,54  User Reviews        ,,Tofranil oral, label,,,,Anxiousness associated with Depression
 rx,,,,,52  User Reviews        ,,clomipramine oral, offlabel,,,,Anxiousness associated with Depression
 rx,,,,,51  User Reviews        ,,Anafranil oral, offlabel,,,,Anxiousness associated with Depression
 rx,,,,,48  User Reviews        ,,fluvoxamine oral, offlabel,,,,Anxiousness associated with Depression
 rx,,,,,45  User Reviews        ,,Zyban oral, offlabel,,,,Anxiousness associated with Depression
 rx,,,,,44  User Reviews        ,,desipramine oral, label,,,,Anxiousness associated with Depression
 rx,,,,,43  User Reviews        ,,Aplenzin oral, offlabel,,,,Anxiousness associated with Depression
 rx,,,,,41  User Reviews        ,,Sarafem oral, offlabel,,,,Anxiousness associated with Depression
 rx,,,,,33  User Reviews        ,,Methylin oral, offlabel,,,,Anxiousness associated with Depression
 rx,,,,,24  User Reviews        ,,bupropion HBr oral, offlabel,,,,Anxiousness associated with Depression
 rx,,,,,22  User Reviews        ,,Norpramin oral, label,,,,Anxiousness associated with Depression
 rx,,,,,19  User Reviews        ,,amitriptyline-chlordiazepoxide oral, label,,,,Anxiousness associated with Depression
 rx,,,,,16  User Reviews        ,,perphenazine-amitriptyline oral, label,,,,Anxiousness associated with Depression
 rx,,,,,16  User Reviews        ,,imipramine pamoate oral, label,,,,Anxiousness associated with Depression
 rx,,,,,16  User Reviews        ,,Alprazolam Intensol oral, label,,,,Anxiousness associated with Depression
 rx,,,,,9  User Reviews        ,,paroxetine mesylate oral, label,,,,Anxiousness associated with Depression
 rx,,,,,7  User Reviews        ,,Surmontil oral, label,,,,Anxiousness associated with Depression
 rx,,,,,7  User Reviews        ,,protriptyline oral, label,,,,Anxiousness associated with Depression
 rx,,,,,6  User Reviews        ,,Metadate ER oral, offlabel,,,,Anxiousness associated with Depression
 rx,,,,,6  User Reviews        ,,maprotiline oral, label,,,,Anxiousness associated with Depression
 rx,,,,,6  User Reviews        ,,phenelzine oral, label,,,,Anxiousness associated with Depression
 rx,,,,,2  User Reviews        ,,Forfivo XL oral, offlabel,,,,Anxiousness associated with Depression
 rx,,,,,2  User Reviews        ,,amoxapine oral, label,,,,Anxiousness associated with Depression
 rx,,,,,1  User Reviews        ,,bupropion HCl oral (as a smoking deterrent), offlabel,,,,Anxiousness associated with Depression
 rx,,,,,1  User Reviews        ,,trimipramine oral, label,,,,Anxiousness associated with Depression
 rx,,,,,1  User Reviews        ,,Irenka oral, label,,,,Anxiousness associated with Depression
 rx,,,,,2887  User Reviews        ,,Xanax oral, label,,,,Anxious
 rx,,,,,1030  User Reviews        ,,Ativan oral, label,,,,Anxious
 rx,,,,,701  User Reviews        ,,alprazolam oral, label,,,,Anxious
 rx,,,,,588  User Reviews        ,,hydroxyzine HCl oral, label,,,,Anxious
 rx,,,,,587  User Reviews        ,,lorazepam oral, label,,,,Anxious
 rx,,,,,368  User Reviews        ,,Vistaril oral, label,,,,Anxious
 rx,,,,,318  User Reviews        ,,Valium oral, label,,,,Anxious
 rx,,,,,251  User Reviews        ,,diazepam oral, label,,,,Anxious
 rx,,,,,241  User Reviews        ,,hydroxyzine pamoate oral, label,,,,Anxious
 rx,,,,,231  User Reviews        ,,doxepin oral, label,,,,Anxious
 rx,,,,,100  User Reviews        ,,imipramine oral, offlabel,,,,Anxious
 rx,,,,,54  User Reviews        ,,Tofranil oral, offlabel,,,,Anxious
 rx,,,,,52  User Reviews        ,,clomipramine oral, offlabel,,,,Anxious
 rx,,,,,52  User Reviews        ,,Tranxene T-Tab oral, label,,,,Anxious
 rx,,,,,51  User Reviews        ,,Anafranil oral, offlabel,,,,Anxious
 rx,,,,,46  User Reviews        ,,oxazepam oral, label,,,,Anxious
 rx,,,,,44  User Reviews        ,,desipramine oral, offlabel,,,,Anxious
 rx,,,,,31  User Reviews        ,,clorazepate dipotassium oral, label,,,,Anxious
 rx,,,,,29  User Reviews        ,,meprobamate oral, label,,,,Anxious
 rx,,,,,25  User Reviews        ,,hydroxyzine HCl intramuscular, label,,,,Anxious
 rx,,,,,24  User Reviews        ,,Ativan injection, label,,,,Anxious
 rx,,,,,22  User Reviews        ,,Norpramin oral, offlabel,,,,Anxious
 rx,,,,,18  User Reviews        ,,Onfi oral, label,,,,Anxious
 rx,,,,,17  User Reviews        ,,Sectral oral, offlabel,,,,Anxious
 rx,,,,,16  User Reviews        ,,Alprazolam Intensol oral, label,,,,Anxious
 rx,,,,,10  User Reviews        ,,acebutolol oral, offlabel,,,,Anxious
 rx,,,,,10  User Reviews        ,,chlordiazepoxide HCl oral, label,,,,Anxious
 rx,,,,,8  User Reviews        ,,lorazepam injection, label,,,,Anxious
 rx,,,,,8  User Reviews        ,,trifluoperazine oral, label,,,,Anxious
 rx,,,,,8  User Reviews        ,,Lorazepam Intensol oral, label,,,,Anxious
 rx,,,,,7  User Reviews        ,,diazepam injection, label,,,,Anxious
 rx,,,,,6  User Reviews        ,,midazolam oral, label,,,,Anxious
 rx,,,,,2  User Reviews        ,,clobazam oral, label,,,,Anxious
 rx,,,,,1  User Reviews        ,,Diazepam Intensol oral, label,,,,Anxious
 rx,,,,,1  User Reviews        ,,lorazepam in 0.9 % sodium chloride intravenous, label,,,,Anxious
 rx,,,,,1  User Reviews        ,,lorazepam in dextrose 5 % intravenous, label,,,,Anxious
 otc,,,,,90  User Reviews        ,,ferrous sulfate oral, label,,,,Anemia
 rx,,,,,77  User Reviews        ,,Procrit injection, label,,,,Anemia
 rx,,,,,64  User Reviews        ,,hydroxyurea oral, label,,,,Anemia
 rx,,,,,37  User Reviews        ,,cyanocobalamin (vit B-12) injection, label,,,,Anemia
 rx,,,,,31  User Reviews        ,,Feraheme intravenous, offlabel,,,,Anemia
 otc,,,,,20  User Reviews        ,,Feosol oral, label,,,,Anemia
 rx,,,,,19  User Reviews        ,,Epogen injection, label,,,,Anemia
 rx,,,,,19  User Reviews        ,,Infed injection, label,,,,Anemia
 otc,,,,,18  User Reviews        ,,Integra oral, label,,,,Anemia
 rx,,,,,14  User Reviews        ,,Ferrex 150 Forte oral, offlabel,,,,Anemia
 otc,,,,,14  User Reviews        ,,Tandem Dual Action oral, label,,,,Anemia
 rx,,,,,13  User Reviews        ,,Vitamin B-12 injection, label,,,,Anemia
 rxotc,,,,,13  User Reviews        ,,folic acid oral, label,,,,Anemia
 otc,,,,,13  User Reviews        ,,Ferrex 150 oral, label,,,,Anemia
 otc,,,,,12  User Reviews        ,,ferrous gluconate oral, label,,,,Anemia
 rx,,,,,11  User Reviews        ,,Corvite 150 oral, offlabel,,,,Anemia
 rx,,,,,10  User Reviews        ,,Integra F oral, offlabel,,,,Anemia
 otc,,,,,10  User Reviews        ,,NovaFerrum oral, offlabel,,,,Anemia
 otc,,,,,10  User Reviews        ,,L-Methylfolate oral, offlabel,,,,Anemia
 otc,,,,,10  User Reviews        ,,Slow Fe oral, label,,,,Anemia
 otc,,,,,10  User Reviews        ,,Iron (ferrous sulfate) oral, label,,,,Anemia
 otc,,,,,10  User Reviews        ,,Vitron-C oral, label,,,,Anemia
 rx,,,,,9  User Reviews        ,,Multigen Plus oral, offlabel,,,,Anemia
 rx,,,,,9  User Reviews        ,,Ferrex 28 oral, offlabel,,,,Anemia
 rx,,,,,8  User Reviews        ,,Poly-Iron 150 Forte oral, offlabel,,,,Anemia
 rx,,,,,8  User Reviews        ,,Maxaron Forte oral, offlabel,,,,Anemia
 otc,,,,,7  User Reviews        ,,FeroSul oral, label,,,,Anemia
 otc,,,,,7  User Reviews        ,,Proferrin ES oral, label,,,,Anemia
 rx,,,,,7  User Reviews        ,,Injectafer intravenous, label,,,,Anemia
 rx,,,,,6  User Reviews        ,,Icar-C Plus oral, offlabel,,,,Anemia
 rx,,,,,6  User Reviews        ,,Taron Forte oral, offlabel,,,,Anemia
 rx,,,,,6  User Reviews        ,,Aranesp (in polysorbate) injection, label,,,,Anemia
 rx,,,,,5  User Reviews        ,,Hematinic/Folic Acid oral, offlabel,,,,Anemia
